replication,scenario,horizon,loss,har_mean_loss,harp_mean_loss,loss_ratio_harp_over_har,dm_mean_differential_harp_minus_har,dm_bandwidth,dm_hln_factor,dm_statistic,dm_p_value_two_sided,dm_rejection_direction,har_qlike_floor_count,harp_qlike_floor_count,har_qlike_floor_fraction,harp_qlike_floor_fraction,qlike_numerically_valid,oos_forecasts,disclaimer
4,u_shaped_periodicity,22,QLIKE,0.016495902200630248,0.015551343847887054,0.94273981857705813,-0.00094455835274319313,21,0.95699947753381764,-1.6730706997050517,0.094313378825518601,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,1,MSE,8.8513176827599363e-10,8.8413758535809838e-10,0.99887679670583773,-9.9418291789538549e-13,5,0.99899949949937417,-0.77240773330290347,0.43987297505548423,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,1,QLIKE,0.041528528823750591,0.041470697280666706,0.99860742615445575,-5.7831543083885164e-05,5,0.99899949949937417,-1.1790008669142247,0.23839783063235409,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,5,MSE,3.8180895022889512e-10,3.8124353768556898e-10,0.99851912181999092,-5.6541254332610898e-13,5,0.99099949545900379,-0.69030716491912913,0.49000104307123976,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,5,QLIKE,0.019270902145888322,0.019240089992472849,0.99840110477536481,-3.081215341547017e-05,5,0.99099949545900379,-0.84894926548942129,0.39590952371323546,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,22,MSE,2.6330355200269691e-10,2.6162373876089806e-10,0.99362024086260081,-1.6798132417988501e-12,21,0.95699947753381764,-1.8280132419227346,0.067547564315720662,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,no_periodicity,22,QLIKE,0.014217251075611346,0.014132035828484529,0.99400620790379113,-8.5215247126816613e-05,21,0.95699947753381764,-1.9524508217486407,0.050884704237138922,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,1,MSE,9.7205886451891554e-10,9.5026387249826832e-10,0.97757852655205835,-2.1794992020647193e-11,5,0.99899949949937417,-2.6486935514284813,0.0080803564857258609,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,1,QLIKE,0.045490880608838137,0.044505751383766279,0.9783444679046186,-0.00098512922507187017,5,0.99899949949937417,-3.1187245427074641,0.0018163568308371524,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,5,MSE,3.9848221353099557e-10,3.8455949256140495e-10,0.96506062128540238,-1.3922720969590685e-11,5,0.99099949545900379,-2.2865032828540821,0.022224832290912808,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,5,QLIKE,0.019766571018304844,0.019351198153640985,0.97898609403324421,-0.00041537286466386368,5,0.99099949545900379,-1.9162963671717583,0.055327383029607734,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,22,MSE,2.6626833611475882e-10,2.6046823477216941e-10,0.97821708195866885,-5.8001013425894398e-12,21,0.95699947753381764,-0.54316474125180547,0.58701638042055171,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
5,u_shaped_periodicity,22,QLIKE,0.014295523525122917,0.01426412284021009,0.99780346030296518,-3.140068491282744e-05,21,0.95699947753381764,-0.087665006625818401,0.93014293317387886,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,1,MSE,1.0350980803566673e-09,1.0349024402482567e-09,0.99981099365159376,-1.9564010841049743e-13,5,0.99899949949937417,-0.17052490430172468,0.86459735038178342,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,1,QLIKE,0.047816934824043214,0.047798083009519474,0.99960575025159781,-1.8851814523743737e-05,5,0.99899949949937417,-0.46282997544414872,0.6434862433769617,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,5,MSE,5.9092550164084691e-10,5.9030493826737374e-10,0.99894984499441974,-6.2056337347323074e-13,5,0.99099949545900379,-0.56168986854198766,0.57432733836432603,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,5,QLIKE,0.028768595232039638,0.028713708736765958,0.99809213849925649,-5.4886495273674282e-05,5,0.99099949545900379,-1.6003665682457282,0.10951728713220502,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,22,MSE,5.9813906437172452e-10,5.9743936507442239e-10,0.9988302063199348,-6.9969929730207322e-13,21,0.95699947753381764,-0.34479561033162076,0.73024803339598932,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,no_periodicity,22,QLIKE,0.031771513183051957,0.031669765562823124,0.99679752048186654,-0.00010174762022883322,21,0.95699947753381764,-1.8388710613182211,0.065934153127975251,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,1,MSE,1.0660557907479719e-09,1.0535557299629076e-09,0.9882744778523328,-1.2500060785064244e-11,5,0.99899949949937417,-1.5206434860784968,0.12834932782701905,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,1,QLIKE,0.050212854148578366,0.049611237263157665,0.98801866781679981,-0.00060161688542069891,5,0.99899949949937417,-1.7989490608215604,0.072026738880279578,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,5,MSE,5.7530857121748939e-10,5.7041136477387889e-10,0.99148768732360992,-4.8972064436105971e-12,5,0.99099949545900379,-0.7814717591194783,0.43452508031037984,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,5,QLIKE,0.028765048197486699,0.02824510238013811,0.98192438914828528,-0.00051994581734859002,5,0.99099949545900379,-1.988815524463579,0.046721568592321613,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,22,MSE,5.918744615051864e-10,5.7771032452297483e-10,0.97606901817288927,-1.4164136982211518e-11,21,0.95699947753381764,-1.6573049403243278,0.097457839001943436,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
6,u_shaped_periodicity,22,QLIKE,0.03148836504504509,0.030517530966766949,0.96916848248902943,-0.00097083407827815149,21,0.95699947753381764,-2.0805883930587248,0.037471597206618412,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,1,MSE,2.1984882159708457e-09,2.1971451861758016e-09,0.99938911212473747,-1.343029795044378e-12,5,0.99899949949937417,-0.38020825214690801,0.70379083408490217,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,1,QLIKE,0.049101230980972618,0.049013286795194504,0.99820892095735447,-8.7944185778113579e-05,5,0.99899949949937417,-1.5148077715407844,0.12982109181064452,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,5,MSE,1.2518658742385836e-09,1.2535298780803334e-09,1.0013292189490841,1.6640038417497549e-12,5,0.99099949545900379,0.67141029334620972,0.50195918936666595,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,5,QLIKE,0.026549832669562609,0.02656661927397375,1.0006322678044741,1.6786604411140882e-05,5,0.99099949545900379,0.36695355601537266,0.71365366183365531,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,22,MSE,8.6367025792353492e-10,8.6803832565534647e-10,1.0050575641475874,4.3680677318114166e-12,21,0.95699947753381764,1.6079937074217712,0.10783655694441233,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,no_periodicity,22,QLIKE,0.019073827354573213,0.01914673056419482,1.0038221594578987,7.2903209621608228e-05,21,0.95699947753381764,1.3493992876502965,0.17720874950666515,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,u_shaped_periodicity,1,MSE,2.2676319195226182e-09,2.2591141525739612e-09,0.99624376122274283,-8.5177669486573471e-12,5,0.99899949949937417,-0.37888016791022716,0.70477685191729211,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,u_shaped_periodicity,1,QLIKE,0.050774395246987569,0.050534005217636721,0.9952655264886664,-0.00024039002935085608,5,0.99899949949937417,-0.57950523299067269,0.56224831668597375,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,u_shaped_periodicity,5,MSE,1.2651194716591374e-09,1.2513069649367059e-09,0.98908205348834199,-1.3812506722431459e-11,5,0.99099949545900379,-0.79241036426490175,0.42812143812222458,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
7,u_shaped_periodicity,5,QLIKE,0.027425417359412133,0.027050484045960055,0.98632898422151438,-0.00037493331345208068,5,0.99099949545900379,-0.92284522134267177,0.35608787078430831,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
